qs1,qs2,qs3,qs4,qs5,merge1,partition_sort
0.040787696838378906,0.06005072593688965,0.060858726501464844,0.06156301498413086,0.0583493709564209,0.060957908630371094,0.028357982635498047
0.04354214668273926,0.06035470962524414,0.06017017364501953,0.0663459300994873,0.05800676345825195,0.06110119819641113,0.028798580169677734
0.04167771339416504,0.05958271026611328,0.05706071853637695,0.06321525573730469,0.0581669807434082,0.0632791519165039,0.02893972396850586
0.04073143005371094,0.05694270133972168,0.05940365791320801,0.05908536911010742,0.06241011619567871,0.06409502029418945,0.028851032257080078
0.041326284408569336,0.05678105354309082,0.0582120418548584,0.0589289665222168,0.06214022636413574,0.06417012214660645,0.028968095779418945
0.04099583625793457,0.06439685821533203,0.05756688117980957,0.061107635498046875,0.06028938293457031,0.0641324520111084,0.029485702514648438
0.04225468635559082,0.0616917610168457,0.05887722969055176,0.060838937759399414,0.05990290641784668,0.06344819068908691,0.029886960983276367
0.0397794246673584,0.06043195724487305,0.05793046951293945,0.06654763221740723,0.059166669845581055,0.06264734268188477,0.028777599334716797
0.04057121276855469,0.06026864051818848,0.056682586669921875,0.061733245849609375,0.059931039810180664,0.063018798828125,0.02902674674987793
0.0401453971862793,0.06449389457702637,0.05909562110900879,0.06165361404418945,0.05880880355834961,0.06436777114868164,0.028327465057373047
0.040493011474609375,0.06217455863952637,0.05869698524475098,0.0654444694519043,0.06070280075073242,0.06168508529663086,0.028347492218017578
0.040862083435058594,0.05794501304626465,0.06071186065673828,0.06507229804992676,0.05979514122009277,0.06113147735595703,0.02823925018310547
0.041585445404052734,0.05771040916442871,0.060590267181396484,0.0624842643737793,0.06140923500061035,0.06108593940734863,0.028460264205932617
0.039679527282714844,0.059049367904663086,0.05798196792602539,0.06304144859313965,0.06078839302062988,0.06141853332519531,0.028347015380859375
0.03775644302368164,0.05785989761352539,0.058180809020996094,0.06089043617248535,0.06052994728088379,0.06149172782897949,0.02823615074157715
0.03815054893493652,0.05642962455749512,0.05809521675109863,0.05940437316894531,0.05975461006164551,0.06102919578552246,0.028221845626831055
0.03847908973693848,0.05745530128479004,0.057297468185424805,0.06202077865600586,0.05836367607116699,0.06097054481506348,0.02825188636779785
0.03815603256225586,0.05794548988342285,0.05964303016662598,0.05959916114807129,0.059609413146972656,0.061608076095581055,0.028625965118408203
0.03838515281677246,0.05948925018310547,0.05742287635803223,0.05997443199157715,0.05837726593017578,0.06293129920959473,0.02914118766784668
0.038144588470458984,0.05773282051086426,0.057889461517333984,0.06582260131835938,0.05858349800109863,0.06164073944091797,0.03040289878845215
